, ms_accelerometer_x, ms_accelerometer_y, ms_accelerometer_z,outcome
93,-0.5095215,-0.14648438,-0.4716797,0
94,-0.54125977,-0.3569336,-0.27392578,0
95,-0.5539551,-0.61401373,-0.23828126,0
96,-0.8808594,-1.2485353,-0.46826172,0
97,-0.9797363,-0.770752,-0.53564453,0
98,-0.9733887,-0.47094727,-0.7502442,0
99,-0.41088867,0.3569336,-0.46411136,0
100,-0.2770996,-0.008789063,-0.0913086,0
101,-1.494629,-0.236084,0.34228516,0
102,-1.7846681,-0.6103516,-0.038085938,0
103,-2.0246582,-0.8569336,-0.48706055,0
104,-1.7478027,-0.8947754,-0.66503906,0
105,-1.2138672,-0.6437988,-0.4553223,0
106,-1.1555176,-0.32934573,-0.112548836,0
107,-1.1140137,-0.52612305,-0.096435554,0
108,-1.2402344,-0.5402832,-0.14819336,0
109,-1.2858888,-0.5673828,-0.15527344,0
110,-1.2944336,-0.46118167,-0.019042969,0
111,-1.2963867,-0.38720706,0.08886719,0
112,-1.1333008,-0.2734375,0.1003418,0
113,-1.0817871,-0.20166017,0.14916992,0
114,-1.0612793,-0.17651367,0.20629883,0
115,-1.0141602,-0.20996094,0.2775879,0
116,-0.9111328,-0.23828126,0.2993164,0
117,-0.7341309,-0.30078128,0.27270508,0
118,-0.7331543,-0.45312503,0.34570312,0
119,-0.65600586,-0.48364258,0.3774414,0
120,-0.6740723,-0.5546875,0.36083987,0
121,-0.83520514,-0.5930176,0.37451172,0
122,-1.1201172,-0.6086426,0.34375,0
123,-1.0776367,-0.5300293,0.13012695,0
124,-0.8149414,-0.5749512,0.11010742,0
125,-0.72241217,-0.5449219,0.1237793,0
126,-0.548584,-0.53393555,0.1213379,0
127,-0.5263672,-0.55371094,0.12207032,0
128,-0.5822754,-0.578125,0.15014648,0
129,-0.5966797,-0.57250977,0.1706543,0
130,-0.5612793,-0.4685059,0.111572266,0
131,-0.72241217,-0.43701175,0.114990234,0
132,-0.9602051,-0.484375,0.1821289,0
133,-1.0361328,-0.5239258,0.2241211,0
134,-1.1574707,-0.5361328,0.22509767,0
135,-1.1645508,-0.6535645,0.3344727,0
136,-1.2143555,-0.52197266,0.24780275,0
137,-1.3330078,-0.42089847,0.12890625,0
138,-1.4550782,-0.41259766,0.19189453,0
139,-1.4013672,-0.38378906,0.20288086,0
140,-1.3527832,-0.25195312,0.076416016,0
141,-1.2475586,-0.2109375,0.029785158,0
142,-1.076416,-0.26538086,0.053955078,0
143,-0.99609375,-0.2956543,0.072021484,0
144,-0.8215332,-0.28686523,0.07885743,0
145,-0.7770996,-0.26782227,0.08129883,0
146,-0.66503906,-0.21459961,0.085449226,0
147,-0.60498047,-0.19384766,0.06689453,0
148,-0.5917969,-0.21679688,0.025390627,0
149,-0.6123047,-0.34057617,-0.019042969,0
150,-0.6555176,-0.45776367,-0.026611328,0
151,-0.87353516,-0.77685547,-0.05371094,0
152,-0.91650397,-0.7922363,-0.03564453,0
153,-0.91381836,-0.7775879,-0.083740234,0
154,-0.8640137,-0.75805664,-0.11547852,0
155,-0.86230475,-0.6838379,-0.1826172,0
156,-0.8400879,-0.7775879,-0.24658203,0
157,-0.7136231,-0.6059571,-0.116210945,0
158,-0.7136231,-0.6059571,-0.116210945,0
159,-0.64843756,-0.67089844,-0.16796876,0
160,-0.59765625,-0.74487305,-0.1262207,0
161,-0.5788574,-0.70654297,-0.029052736,0
162,-0.5854492,-0.75268555,0.01171875,0
163,-0.5793457,-0.8449707,0.037353516,0
164,-0.5563965,-0.91284186,0.04736328,0
165,-0.5744629,-0.9509278,0.07324219,0
166,-0.6872559,-0.9379883,0.09838867,0
167,-0.68896484,-0.87255865,0.06591797,0
168,-0.6430664,-0.7795411,0.047851566,0
169,-0.6984863,-0.829834,-0.010253906,0
170,-0.7443848,-0.8405762,-0.03930664,0
171,-0.7902832,-0.8137207,-0.055664062,0
172,-0.7368164,-0.68481445,-0.052490234,0
173,-0.7368164,-0.68481445,-0.052490234,0
174,-0.6530762,-0.6796875,0.006347657,0
175,-0.63085943,-0.6835938,0.012451172,0
176,-0.5991211,-0.6738281,-0.012451172,0
177,-0.5883789,-0.7595215,0.039062504,0
178,-0.55249023,-0.7741699,0.068603516,0
179,-0.517334,-0.78344727,0.089111336,0
180,-0.49975586,-0.7773438,0.13134766,0
181,-0.5144043,-0.7392579,0.1303711,0
182,-0.5632324,-0.72631836,0.12866211,0
183,-0.70532227,-0.73120123,0.12573242,0
184,-0.70532227,-0.73120123,0.12573242,0
185,-0.784668,-0.8503418,-0.005126953,0
186,-0.784668,-0.8503418,-0.005126953,0
187,-0.784668,-0.8503418,-0.005126953,0
188,-0.8869629,-0.9379883,-0.01928711,0
189,-0.8869629,-0.9379883,-0.01928711,0
190,-0.74877936,-0.93554693,0.1237793,0
191,-0.74877936,-0.93554693,0.1237793,0
192,-0.9265137,-0.74584967,0.055175785,0
193,-0.9265137,-0.74584967,0.055175785,0
194,-0.642334,-0.6733399,-0.037109375,0
195,-0.642334,-0.6733399,-0.037109375,0
196,-0.3635254,-0.546875,0.07885743,0
197,-0.3635254,-0.546875,0.07885743,0
198,-0.40795898,-0.57055664,0.1027832,0
199,-0.38354495,-0.709961,0.20117188,0
200,-0.4248047,-0.7036133,0.21997072,0
201,-0.4248047,-0.7036133,0.21997072,0
202,-0.50390625,-0.7912598,0.22631836,0
203,-0.78906256,-0.7275391,0.08984376,0
204,-0.95996094,-0.80615234,-0.037109375,0
205,-0.9711914,-0.7810059,-0.048583988,0
206,-0.8474121,-0.6335449,0.005615235,0
207,-0.79541016,-0.58740234,0.003662109,0
208,-0.7326661,-0.51464844,-0.032226562,0
209,-0.7106934,-0.42016605,0.022705078,0
210,-0.70190436,-0.4572754,0.057128906,0
211,-0.7746582,-0.56518555,0.030761719,0
212,-0.7434082,-0.5046387,0.025634766,0
213,-0.770752,-0.45214844,0.06518555,0
214,-0.93652344,-0.52319336,0.09814453,0
215,-1.0097656,-0.58203125,0.12207032,0
216,-0.8203125,-0.62841797,0.048339844,0
217,-0.73657227,-0.63134766,0.11352539,0
218,-0.75,-0.62475586,0.17285156,0
219,-0.8964844,-0.5109863,0.140625,0
220,-0.98681647,-0.60791016,0.15209961,0
221,-0.9782715,-0.49829102,0.1574707,0
222,-0.78271484,-0.3681641,0.08691407,0
223,-0.69165045,-0.36938477,0.043945312,0
224,-0.69140625,-0.425293,0.03833008,0
225,-0.7106934,-0.3718262,0.040771484,0
226,-0.68969727,-0.30883792,0.033203125,0
227,-0.7453613,-0.26538086,0.08691407,0
228,-0.83862305,-0.3381348,0.083496094,0
229,-0.89282227,-0.40942383,0.01586914,0
230,-0.9538575,-0.4892578,0.055664062,0
231,-0.9782715,-0.1496582,-0.057861328,0
232,-0.9553223,-0.15527344,-0.3083496,0
233,-1.0151367,-0.20532228,-0.4814453,0
234,-1.019043,-0.07812501,-0.4777832,0
235,-1.1474609,-0.2631836,-0.25683594,0
236,-1.1474609,-0.2631836,-0.25683594,0
237,-1.0151367,-0.44995117,-0.44384766,0
238,-0.9394531,-0.36279297,-0.3540039,0
239,-0.9892578,-0.3400879,-0.1640625,0
240,-1.0056152,-0.24389648,-0.10498047,0
241,-1.0092773,-0.21533203,-0.109375,0
242,-0.95678717,-0.19848633,-0.3166504,0
243,-0.95947266,-0.2763672,-0.3071289,0
244,-0.9650879,-0.30249023,-0.24853517,0
245,-0.9445801,-0.3269043,-0.22167969,0
246,-0.91967773,-0.28173828,-0.234375,0
247,-0.9211426,-0.2463379,-0.31054688,0
248,-0.9313965,-0.21801758,-0.37158203,0
249,-0.94213873,-0.19921875,-0.3869629,0
250,-0.96655273,-0.22363283,-0.33007815,0
251,-0.9724121,-0.21630861,-0.32543945,0
252,-0.96923834,-0.21044923,-0.32739258,0
253,-0.9482422,-0.16381836,-0.36303714,0
254,-0.9411621,-0.18408205,-0.37402347,0
255,-0.92626953,-0.23754884,-0.29003906,0
256,-0.9321289,-0.22143556,-0.26342773,0
257,-0.93237305,-0.2060547,-0.28198242,0
258,-0.93310547,-0.1875,-0.30541992,0
259,-0.94921875,-0.17871094,-0.31591797,0
260,-0.95336914,-0.15942383,-0.33007815,0
261,-0.94384766,-0.16284181,-0.33666995,0
262,-0.92602545,-0.17626953,-0.3112793,0
263,-0.9279785,-0.20043945,-0.3117676,0
264,-0.9387207,-0.20043945,-0.29589844,0
265,-0.9450684,-0.18408205,-0.28881836,0
266,-0.9343262,-0.17138672,-0.3110352,0
267,-0.93334967,-0.17114258,-0.3081055,0
268,-0.93969727,-0.19628906,-0.2998047,0
269,-0.94750977,-0.18652344,-0.30493164,0
270,-0.935791,-0.16430666,-0.32275394,0
271,-0.9436036,-0.18237305,-0.31567383,0
272,-0.94555664,-0.18847658,-0.30932617,0
273,-0.9450684,-0.1821289,-0.30639648,0
274,-0.9343262,-0.18139648,-0.2998047,0
275,-0.93310547,-0.18994142,-0.2993164,0
276,-0.9436036,-0.19506837,-0.3046875,0
277,-0.92993164,-0.18945312,-0.31982425,0
278,-0.93334967,-0.18530273,-0.31689456,0
279,-0.9414063,-0.19360353,-0.30664065,0
280,-0.93042,-0.19921875,-0.3149414,0
281,-0.9284668,-0.18725586,-0.30004886,0
282,-0.9340821,-0.1784668,-0.29467773,0
283,-0.93603516,-0.1784668,-0.31079102,0
284,-0.9404297,-0.18139648,-0.31274414,0
285,-0.9411621,-0.1977539,-0.3081055,0
286,-0.9404297,-0.1977539,-0.30541992,0
287,-0.9377442,-0.1772461,-0.30078128,0
288,-0.94555664,-0.18579102,-0.30224612,0
289,-0.94213873,-0.19335938,-0.30273438,0
290,-0.93969727,-0.17944336,-0.30590823,0
291,-0.94189453,-0.17211914,-0.30932617,0
292,-0.9338379,-0.19604492,-0.30004886,0
293,-0.93310547,-0.20874023,-0.29907227,0
294,-0.9370118,-0.19848633,-0.3034668,0
295,-0.9321289,-0.19458008,-0.30908203,0
296,-0.9406739,-0.17285156,-0.3044434,0
297,-0.93969727,-0.1772461,-0.2998047,0
298,-0.94213873,-0.171875,-0.30908203,0
299,-0.9406739,-0.19287111,-0.3071289,0
300,-0.93530273,-0.2006836,-0.29541016,0
301,-0.9321289,-0.17578125,-0.30249023,0
302,-0.94018555,-0.18554689,-0.30395508,0
303,-0.9423828,-0.19262695,-0.3044434,0
304,-0.9445801,-0.2023926,-0.29418945,0
305,-0.9394531,-0.19311523,-0.30322266,0
306,-0.9377442,-0.18383789,-0.31079102,0
307,-0.9387207,-0.17309572,-0.30981445,0
308,-0.9377442,-0.189209,-0.31152344,0
309,-0.9348145,-0.2023926,-0.31030276,0
310,-0.9301758,-0.20703125,-0.30615234,0
311,-0.93554693,-0.1723633,-0.31713867,0
312,-0.93554693,-0.1723633,-0.31713867,0
313,-0.9301758,-0.1772461,-0.3044434,0
314,-0.9301758,-0.1772461,-0.3044434,0
315,-0.93554693,-0.20166017,-0.31030276,0
316,-0.9411621,-0.19726564,-0.29858398,0
317,-0.94189453,-0.17529298,-0.30200195,0
318,-0.93969727,-0.17114258,-0.30566406,0
319,-0.9384766,-0.16894531,-0.31054688,0
320,-0.94750977,-0.17944336,-0.3083496,0
321,-0.9448242,-0.17773438,-0.3117676,0
322,-0.93652344,-0.16479492,-0.30566406,0
323,-0.93994147,-0.17358398,-0.3017578,0
324,-0.93969727,-0.18432617,-0.30493164,0
325,-0.9321289,-0.20800781,-0.29711914,0
326,-0.9375,-0.17504883,-0.30566406,0
327,-0.9375,-0.16894531,-0.32299805,0
328,-0.9411621,-0.17651367,-0.3249512,0
329,-0.9411621,-0.18334962,-0.3100586,0
330,-0.9375,-0.16455078,-0.3083496,0
331,-0.92993164,-0.18676758,-0.30981445,0
332,-0.9404297,-0.18481447,-0.3081055,0
333,-0.94091797,-0.1743164,-0.31420898,0
334,-0.9379883,-0.17089845,-0.3117676,0
335,-0.9301758,-0.18310547,-0.3137207,0
336,-0.9411621,-0.18603516,-0.30541992,0
337,-0.9394531,-0.17993164,-0.30883792,0
338,-0.9377442,-0.17016603,-0.30419922,0
339,-0.94311523,-0.16845703,-0.3076172,0
340,-0.94311523,-0.16845703,-0.3076172,0
341,-0.94311523,-0.16845703,-0.3076172,0
342,-0.94750977,-0.18652344,-0.31298828,0
343,-0.94750977,-0.18652344,-0.31298828,0
344,-0.9411621,-0.19018555,-0.30297855,0
345,-0.9411621,-0.19018555,-0.30297855,0
346,-0.94311523,-0.17407227,-0.31274414,0
347,-0.94311523,-0.17407227,-0.31274414,0
348,-0.9367676,-0.17333984,-0.31250003,0
349,-0.9367676,-0.17333984,-0.31250003,0
350,-0.9367676,-0.16967773,-0.3100586,0
351,-0.9367676,-0.16967773,-0.3100586,0
352,-0.9328613,-0.18310547,-0.30664065,0
353,-0.9375,-0.16674805,-0.3044434,0
354,-0.93920904,-0.17675783,-0.3112793,0
355,-0.93920904,-0.17675783,-0.3112793,0
356,-0.93652344,-0.17480469,-0.3146973,0
357,-0.93725586,-0.1706543,-0.3034668,0
358,-0.93969727,-0.18139648,-0.30590823,0
359,-0.9382324,-0.18017578,-0.30957034,0
360,-0.94018555,-0.17382814,-0.31518555,0
361,-0.9370118,-0.1789551,-0.3076172,0
362,-0.9348145,-0.17456056,-0.30541992,0
363,-0.9411621,-0.17968751,-0.30688477,0
364,-0.9379883,-0.18554689,-0.30737308,0
365,-0.93725586,-0.17285156,-0.30590823,0
366,-0.9406739,-0.1789551,-0.3112793,0
367,-0.94018555,-0.18530273,-0.31445312,0
368,-0.944336,-0.18652344,-0.30981445,0
369,-0.94213873,-0.1821289,-0.30688477,0
370,-0.9453125,-0.18237305,-0.30566406,0
371,-0.9387207,-0.16967773,-0.3100586,0
372,-0.93652344,-0.16723634,-0.31225586,0
373,-0.9238282,-0.17797852,-0.30419922,0
374,-0.8981934,-0.14379883,-0.31933594,0
375,-0.8945313,-0.1550293,-0.3005371,0
376,-0.9677735,-0.21582031,-0.2426758,0
377,-1.0002441,-0.24121095,-0.27929688,0
378,-1.0185547,-0.2319336,-0.34594727,0
379,-0.99926764,-0.21313477,-0.3569336,0
380,-0.9433594,-0.15795898,-0.34252933,0
381,-0.9248047,-0.095947266,-0.3244629,0
382,-0.9143067,-0.11425781,-0.3071289,0
383,-0.91259766,-0.1303711,-0.2980957,0
384,-0.91259766,-0.1303711,-0.2980957,0
385,-0.9394531,-0.17919922,-0.29711914,0
386,-0.9394531,-0.17919922,-0.29711914,0
387,-0.935791,-0.17700195,-0.30493164,0
388,-0.95336914,-0.19458008,-0.28442383,0
389,-0.97949225,-0.189209,-0.25854492,0
390,-0.98339844,-0.1784668,-0.26660156,0
391,-0.9562988,-0.1887207,-0.28100586,0
392,-0.9682617,-0.22070314,-0.27539062,0
393,-0.9904786,-0.2319336,-0.26513672,0
394,-1.0053711,-0.20361328,-0.26049805,0
395,-1.0637207,-0.2355957,-0.26000977,0
396,-1.09375,-0.27172852,-0.25195312,0
397,-1.0849609,-0.28686523,-0.24145508,0
398,-1.045166,-0.2854004,-0.25170898,0
399,-1.0300293,-0.28149414,-0.24975586,0
400,-1.032959,-0.24853517,-0.22851562,0
401,-1.0603027,-0.26611328,-0.19628906,0
402,-0.9760742,-0.29492188,-0.16381836,0
403,-0.93359375,-0.29785156,-0.1381836,0
404,-0.8972168,-0.22509767,-0.11767579,0
405,-0.9042969,-0.34375,-0.05834961,0
406,-0.9291992,-0.37158203,-0.032470703,0
407,-0.89501953,-0.39941406,-0.0234375,0
408,-0.86596686,-0.2919922,-0.013671875,0
409,-0.8469239,-0.37768558,0.029785158,0
410,-0.86889654,-0.52905273,0.10498047,0
411,-0.86938477,-0.39941406,0.092773445,0
412,-0.8027344,-0.4150391,0.005859375,0
413,-0.7023926,-0.5720215,-0.09375,0
414,-0.73217773,-0.5151367,-0.2541504,0
415,-0.71240234,-0.66845703,-0.4187012,0
416,-0.64111334,-1.0891113,-0.43066406,0
417,-0.6203613,-0.86328125,-0.37109378,0
418,-0.6499024,-0.8515625,-0.2998047,0
419,-0.64477545,-0.7636719,-0.1760254,0
420,-0.61083984,-0.74780273,-0.15185548,0
421,-0.6047363,-0.75,-0.124267586,0
422,-0.6088868,-0.7326661,-0.0925293,0
423,-0.56884766,-0.6901856,-0.081054695,0
424,-0.6628418,-0.63159186,-0.27246094,0
425,-0.56469727,-0.7402344,-0.16113281,0
426,-0.59643555,-0.7670899,0.006103516,0
427,-0.49072266,-1.1210938,-0.060302738,0
428,-0.38427737,-0.67187506,-0.107666016,0
429,-0.27270508,-0.8532715,0.02368164,0
430,-0.25610352,-0.7988281,0.059326172,0
431,-0.41284183,-0.89868164,0.024902344,0
432,-0.38793948,-0.8376465,0.017333984,0
433,-0.3278809,-0.7727051,0.05004883,0
434,-0.46533203,-0.81591797,0.07373047,0
435,-0.44921875,-0.7741699,0.083496094,0
436,-0.34643555,-0.5852051,0.080566406,0
437,-0.49951172,-0.5600586,0.23583984,0
438,-0.40893555,-0.5007324,0.17944336,0
439,-0.13989258,-0.49389648,0.23022462,0
440,-0.15356445,-0.3737793,0.20971681,0
441,-0.17773438,-0.1940918,0.11914063,0
442,-0.8034668,-0.8376465,0.32373047,0
443,-1.4978027,-1.1154785,0.44604492,0
444,-1.3459474,-0.41235352,0.41992188,0
445,-1.0776367,-0.45703125,0.42016605,0
446,-0.9416504,-0.9143067,0.4753418,0
447,-0.79199225,-0.5678711,0.3605957,0
448,-0.5961914,-0.44653323,-0.08837891,0
449,-0.61157227,-0.24804688,-0.100830086,0
450,-0.6489258,-0.23510742,-0.0979004,0
451,-0.8171387,-0.35839844,0.20214844,0
452,-0.8847656,-0.20800781,0.27783203,0
453,-0.9863281,-0.3076172,0.41918945,0
454,-0.9448242,-0.2685547,0.4638672,0
455,-0.90625006,-0.2631836,0.5942383,0
456,-0.87719727,-0.29345703,0.45507812,0
457,-1.0322266,-0.32641605,0.31982425,0
458,-1.2004395,-0.43945312,0.26367188,0
459,-1.1748047,-0.51904297,0.2121582,0
460,-1.0444336,-0.60913086,0.19482422,0
461,-0.8671875,-0.29370117,0.13964844,0
462,-0.875,-0.6528321,-0.012207031,0
463,-0.8935547,-0.5148926,0.072509766,0
464,-0.958252,-0.43066406,0.17480469,0
465,-0.9604493,-0.44995117,0.18823242,0
466,-0.94921875,-0.52197266,0.14404297,0
467,-0.8642578,-0.45312503,0.11767579,0
468,-0.6799317,-0.42871094,-0.12890625,0
469,-0.6799317,-0.42871094,-0.12890625,0
470,-0.6799317,-0.42871094,-0.12890625,0
471,-0.6799317,-0.42871094,-0.12890625,0
472,-0.60522467,-0.32836914,0.045410156,0
473,-0.87719727,-0.29077148,0.26757812,0
474,-0.87719727,-0.29077148,0.26757812,0
475,-0.89306647,-0.33129883,0.30322266,0
476,-0.98046875,-0.6403809,0.15625001,0
477,-1.074707,-0.59350586,0.11303711,0
478,-1.0961914,-0.50097656,0.1274414,0
479,-1.0961914,-0.50097656,0.1274414,0
480,-1.0961914,-0.50097656,0.1274414,0
481,-0.82568365,-0.4216309,0.1381836,0
482,-0.82568365,-0.4216309,0.1381836,0
483,-0.82568365,-0.4216309,0.1381836,0
484,-0.9301758,-0.49536133,0.095947266,0
485,-0.84521484,-0.41357425,0.095458984,0
486,-0.69458014,-0.378418,0.171875,0
487,-0.66552734,-0.34448242,0.1340332,0
488,-0.7006836,-0.3786621,0.063964844,0
489,-0.8039551,-0.3076172,0.08959961,0
490,-0.7561036,-0.2524414,0.07421875,0
491,-0.6689454,-0.26733398,0.063964844,0
492,-0.87597656,-0.3618164,0.13452148,0
493,-1.0163574,-0.3813477,0.120605476,0
494,-1.0163574,-0.3813477,0.120605476,0
495,-1.0163574,-0.3813477,0.120605476,0
496,-1.064209,-0.32543945,0.19970703,0
497,-1.064209,-0.32543945,0.19970703,0
498,-0.95410156,-0.2841797,0.0913086,0
499,-0.95410156,-0.2841797,0.0913086,0
500,-1.0144043,-0.37304688,0.06665039,0
501,-1.0144043,-0.37304688,0.06665039,0
502,-1.2861328,-0.61865234,0.13061523,0
503,-1.2861328,-0.61865234,0.13061523,0
504,-1.3527832,-0.61181647,0.10156251,0
505,-1.3527832,-0.61181647,0.10156251,0
506,-0.94750977,-0.4421387,0.01123047,0
507,-0.47705078,-0.4013672,-0.6262207,0
508,-0.8178711,-1.1210938,-0.5239258,0
509,-0.8178711,-1.1210938,-0.5239258,0
510,-1.0085449,-0.86035156,-0.11694337,0
511,-0.56591797,-0.2109375,-0.13842773,0
512,-0.8496094,-0.7548828,0.27783203,0
513,-1.0358887,-0.94262695,0.74780273,0
514,-1.0349121,-1.0910645,0.8713379,0
515,-1.1618652,-1.5839845,0.9274903,0
516,-1.3845215,-2.3010254,0.8391113,0
517,-1.1325684,-2.4567873,1.1975098,0
518,-0.9255371,-2.1687012,0.9580078,0
519,-0.6557618,-1.9050293,0.78906256,0
520,-0.5600586,-1.4135742,0.6020508,0
521,-0.49243164,-1.0651855,0.36499023,0
522,-0.41845703,-0.92993164,-0.15209961,0
523,-0.7802735,-0.93237305,-0.18994142,0
524,-0.9038086,-0.68408203,-0.3344727,0
525,-0.9309082,-1.1428223,-0.57421875,0
526,-1.1757812,-0.89868164,-0.54248047,0
527,-1.2360841,-0.68798834,-0.3581543,0
528,-1.4570312,-0.27075195,-0.079833984,0
529,-1.0354004,0.9526367,0.09350587,0
530,-0.99658203,2.9597168,0.53027344,0
531,-0.63183594,5.5639653,-0.12402344,0
532,-0.3984375,7.0786138,-0.20214844,0
533,-1.1328125,5.531494,0.48046875,0
534,-1.4814454,2.9194336,0.28857422,0
535,-1.5776367,0.9406739,0.11035157,0
536,-4.1210938,-4.124756,1.5310059,0
537,-1.0515137,-1.7834473,-2.60083,0
538,2.852539,-2.2197266,-3.8410647,0
539,5.095459,-2.5905762,-3.2363281,0
540,-1.1135254,-3.8764648,-0.8300782,0
541,-0.140625,-2.479248,-1.848877,0
542,-1.9526367,-2.8742678,-0.71606445,0
543,-2.4067383,-0.35595703,0.21020508,0
544,-1.828125,0.6254883,-0.42651367,0
545,-4.401367,7.9353027,-1.9702148,0
546,-1.4323732,5.959961,-1.2929688,0
547,-1.494873,4.5546875,0.19067384,0
548,-2.3652344,2.0632324,0.18554689,0
549,-2.7268066,1.2817383,0.35742188,0
550,-4.1638184,-2.1242676,0.3579102,0
551,-2.7153323,-3.694336,-1.7734375,0
552,-0.6633301,-2.7663574,-1.4655762,0
553,0.5644531,-4.821533,-1.2753906,0
554,0.49975586,-4.7834473,-1.0981445,0
555,0.6237793,-2.9016113,0.17675783,0
556,0.25390625,-3.084961,0.24902344,0
557,-0.8264161,-1.2436523,0.7963868,0
558,-1.4768066,-1.0410156,0.87719727,0
559,-1.9606934,0.106933594,0.4453125,0
560,-1.968506,0.34570312,0.37304688,0
561,-2.2080078,1.1162109,0.095947266,0
562,-2.2583008,2.858887,-0.6323243,0
563,-1.8356934,3.4338381,-0.54663086,0
564,-1.4213868,4.071045,-0.8381348,0
565,-1.654297,2.7351077,-0.15185548,0
566,-1.6948242,2.5405273,0.11328126,0
567,-2.0439453,2.0046387,0.5354004,0
568,-1.979248,0.53100586,0.70532227,0
569,-1.9089355,0.4572754,0.5456543,0
570,-2.8222659,-0.34057617,0.15405275,0
571,-1.1381836,-2.008545,-0.6230469,0
572,-0.11010742,-2.7609863,-0.7944336,0
