Acc_x [m/s^2],Acc_y [m/s^2],Acc_z [m/s^2],AnyFall,NegOutcome
-0.060297843,0.01533607,0.18513012,0,1
-0.010189105,-0.020949332,0.19044222,0,1
0.006587572,-0.021990739,0.21396904,0,1
0.017899506,-0.03382107,0.23155987,0,1
0.032851793,-0.040903058,0.21419008,0,1
0.065089606,0.003312136,0.13214988,0,1
0.049093515,0.18162347,-0.017136069,0,1
0.018928679,0.31491184,-0.19633275,0,1
-0.010252044,0.43801966,-0.7677295,0,1
-0.07636775,0.25807273,-0.8133332,0,1
-0.21689738,-0.31401166,-0.39273623,0,1
-0.17518283,-0.8423501,-0.09412657,0,1
-0.19662574,-0.9124404,-0.11983953,0,1
0.03703169,-0.19857794,-0.1630459,0,1
0.11270128,0.14365675,0.016523555,0,1
0.006719548,0.35271564,0.69573224,0,1
-0.006352909,0.46821907,1.1447494,0,1
-0.11102926,0.28335023,1.176475,0,1
-0.25991642,-0.16097341,0.86120665,0,1
-0.2340583,-0.09622469,0.66027004,0,1
-0.18364374,0.056983076,0.4313148,0,1
-0.22953878,-0.17732137,0.46778655,0,1
-0.19749592,-0.23129077,0.4691683,0,1
-0.084721975,-0.12258429,0.38513017,0,1
-0.041808285,-0.12386508,0.341172,0,1
0.051616512,-0.16489217,0.22783321,0,1
0.14043783,-0.12624453,0.17712505,0,1
0.21112847,-0.22288224,0.27434266,0,1
0.2111235,-0.29675958,0.2902422,0,1
0.13126223,-0.22786142,0.10746822,0,1
0.05991442,-0.06808762,-0.19945455,0,1
-0.030600734,0.069437936,-0.28657678,0,1
-0.062334277,0.091103494,-0.3627765,0,1
-0.08208973,0.018220827,-0.42391285,0,1
-0.10308862,-0.05002411,-0.38933498,0,1
-0.094776675,-0.2463294,-0.35015127,0,1
0.0755202,-0.40536225,-0.28905398,0,1
0.17524467,-0.54739773,-0.23050888,0,1
0.25271374,-0.8090936,-0.08472194,0,1
0.22774756,-0.62440974,-0.02241378,0,1
0.13760039,-0.034511585,-0.09160506,0,1
-0.1246128,-0.07279402,-0.284299,0,1
-0.1645731,-0.23293027,-0.35725516,0,1
-0.10296711,-0.4595472,-0.45945397,0,1
-0.015206113,-0.5558454,-0.46869624,0,1
0.004173171,-0.86428565,-0.43445566,0,1
-0.04247848,-0.61856097,-0.6282273,0,1
0.048006788,-0.36028782,-0.6002721,0,1
0.2378194,-0.18558022,0.18768102,0,1
0.31660116,0.067182645,0.49743608,0,1
0.44170925,0.94281316,0.5208637,0,1
0.5768371,1.2556766,1.496987,0,1
0.51373833,1.4141936,1.8777205,0,1
0.35537112,2.160212,1.4558444,0,1
0.32555252,2.26154,1.28567,0,1
0.3067029,1.8534026,1.4135712,0,1
0.3616669,1.4241803,0.43394658,0,1
0.2220619,0.70375544,-0.067986906,0,1
-0.18912382,-0.5468341,-0.4650086,0,1
-0.17255583,-0.6516411,-0.59309965,0,1
-0.16097167,-0.49879757,-0.48780745,0,1
-0.4145585,-0.5173436,-0.114070475,0,1
-0.4338219,-0.40905103,-0.058341645,0,1
-0.471173,0.082125686,0.12609181,0,1
-0.5316556,0.1757002,0.06799907,0,1
-0.55724615,0.097667694,-0.045867614,0,1
-0.18057097,0.24545006,0.13482952,0,1
-0.05409225,0.15360169,0.17341222,0,1
-0.1699606,-0.12506962,0.09588816,0,1
-0.11386854,-0.2520285,0.028058158,0,1
-0.14130905,-0.6802521,0.49062997,0,1
-0.6022694,-0.9866914,0.9554605,0,1
-0.721595,-0.7139405,0.99691296,0,1
-1.0193701,-0.42362678,1.1115702,0,1
-1.186126,-0.51254165,1.2815732,0,1
-0.7429286,-0.27852133,1.4455935,0,1
-0.2679273,-0.22312723,0.9618603,0,1
-0.3259814,-0.6678933,0.9912266,0,1
-0.6598248,-1.4392918,1.1469381,0,1
-0.29352754,-0.7901763,1.2263813,0,1
0.8717375,1.0730299,1.4458526,0,1
0.74089175,1.2711775,0.50748414,0,1
0.6393973,0.8168259,-0.41978273,0,1
0.814298,-0.2772877,-1.0226283,0,1
1.0118895,-0.7867167,-0.74659556,0,1
1.3014147,-0.41623986,-0.4810266,0,1
0.9557334,0.8253156,-0.2307173,0,1
0.5522992,0.76715386,-0.06490179,0,1
-0.18723123,0.4492017,0.27549806,0,1
-0.31856415,0.52549183,0.3393742,0,1
-0.3590908,0.5471774,0.16118434,0,1
-0.23915432,0.3072147,-0.24740459,0,1
-0.21805467,0.008048017,-0.2145502,0,1
-0.08080839,-0.23727708,-0.044687305,0,1
0.013443891,-0.020831142,-0.18182804,0,1
-0.014878335,0.025347654,-0.33773378,0,1
0.013161724,-0.30882648,0.07709852,0,1
0.11025215,-0.21494484,0.15090105,0,1
0.000135032,-0.08264826,0.10750779,0,1
-0.2141007,-0.14490795,0.08580013,0,1
-0.44243494,-0.06467533,0.07933752,0,1
-0.39833522,0.17132385,0.3424156,0,1
-0.38894856,0.189211,0.43863988,0,1
-0.3869643,0.02970701,0.32724434,0,1
-0.30091307,0.014978466,0.3380095,0,1
-0.000617132,0.027806353,0.37363824,0,1
0.112291306,-0.15476988,0.17758936,0,1
0.09291883,-0.19684507,0.057714466,0,1
0.036537625,0.001065252,-0.016086102,0,1
-0.016735751,0.061578754,-0.02085109,0,1
-0.11153079,0.030346869,-0.017007113,0,1
-0.022138454,0.23441418,0.23433587,0,1
0.09053785,0.3684779,0.35100707,0,1
0.28991944,0.22535905,0.30895102,0,1
0.33363542,0.022061406,0.27640215,0,1
0.33601275,0.10571391,0.27042407,0,1
0.14977887,0.20003615,0.36953261,0,1
-0.04075392,-0.005150698,0.553536,0,1
-0.29585394,-0.1735953,0.85715085,0,1
-0.23551452,-0.026751358,0.9452549,0,1
0.10435261,0.26011014,1.1964886,0,1
0.49994332,0.10490824,1.298231,0,1
0.41196513,0.000449381,1.0858889,0,1
-0.24637341,-0.018235145,0.38481215,0,1
-0.4511686,-0.03414534,0.14724585,0,1
-0.3962668,-0.18270403,-0.17611444,0,1
-0.14590317,0.015682133,-0.48940018,0,1
-0.011729863,0.22198577,-0.44766986,0,1
0.10869291,0.34717852,0.089017816,0,1
0.06304467,0.3314334,0.3259894,0,1
0.088097006,0.48327368,0.66839737,0,1
0.1736128,0.30319524,1.1188027,0,1
0.25804138,0.1490376,1.262651,0,1
0.41266704,0.06915214,1.3934317,0,1
0.3679369,-0.1349294,1.457689,0,1
0.0708,-0.37568936,1.1914018,0,1
-0.15495096,-0.11263643,0.8732827,0,1
-0.20361924,-0.09818922,0.8777889,0,1
-0.30122364,-0.36665052,0.61388457,0,1
-0.33287516,-0.38660336,0.32724687,0,1
-0.3240339,0.22302917,0.013497374,0,1
-0.26175037,0.8573391,0.21172068,0,1
-0.18155225,1.4770701,0.41030487,0,1
0.47932792,2.8453822,0.828302,0,1
0.64480335,2.748878,1.0075169,0,1
0.44844356,1.9776272,0.7304679,0,1
0.7684188,1.1563829,1.3041472,0,1
0.68599474,0.29884943,1.5458266,0,1
0.257428,-0.47714224,0.8007243,0,1
0.25044397,-0.45596698,0.20740028,0,1
-0.062280063,-0.86504775,-0.93938106,0,1
-0.5335994,-1.119737,-1.6084106,0,1
-0.4287777,-0.9553103,-1.7561226,0,1
-0.11091669,-0.9850544,-1.2053715,0,1
-0.17377162,-1.2695515,-0.7135968,0,1
-0.39073008,-1.4855397,-0.3155862,0,1
-0.5145742,-1.045523,-1.0068072,0,1
-0.5300858,-0.8096374,-1.2951607,0,1
-0.37517548,-0.6826585,-1.1600112,0,1
-0.27508193,-0.66903806,-0.87597036,0,1
-0.08410289,-0.13239872,-0.54385424,0,1
0.009268113,0.24943537,-0.54523057,0,1
-0.007387817,0.17116444,-0.51502585,0,1
-0.006846227,-0.11872303,-0.5333778,0,1
0.0485754,-0.14681159,-0.5312229,0,1
0.09865994,-0.20456131,-0.22905435,0,1
0.023707611,-0.24526978,0.17237005,0,1
0.043890372,-0.120761834,0.2889456,0,1
0.15719916,0.2257043,0.36883646,0,1
0.17814122,0.24789914,0.3148382,0,1
0.06392557,-0.051980015,0.059940998,0,1
0.010771688,-0.056696936,-0.21285607,0,1
0.02714773,0.033097222,-0.2665936,0,1
0.022093877,-0.020256085,-0.23428564,0,1
-0.0013598,-0.005692521,-0.21602084,0,1
0.006000525,0.099748604,-0.1168183,0,1
0.061087795,-0.15974523,0.031115178,0,1
0.009076733,-0.33408263,0.007303803,0,1
-0.33367687,-0.61988926,0.22431754,0,1
-0.49439973,-0.6885624,0.55030656,0,1
-0.38091567,-0.02619731,0.7533604,0,1
-0.31333137,0.6998388,0.5555404,0,1
-0.54531634,0.35959068,0.79433733,0,1
-0.6486477,-0.14947204,1.2665612,0,1
-0.5325165,-0.08212164,1.2733489,0,1
-0.14248407,-0.19508062,0.9645238,0,1
0.41550738,-0.26188174,0.67659813,0,1
0.5739187,-0.03717317,0.52801645,0,1
0.42446676,0.23205,0.162286,0,1
0.28571427,0.08375933,0.035839874,0,1
0.40321895,-0.16938686,0.07535696,0,1
0.5549395,0.104226194,0.32212242,0,1
0.5730307,0.16252528,0.44682625,0,1
0.59691364,0.07405583,0.7741178,0,1
0.6296562,0.026058376,0.919836,0,1
0.55469733,-0.026587347,0.750882,0,1
0.29603165,-0.2365493,0.56714886,0,1
0.11221224,-0.2522029,0.6356242,0,1
-0.20417644,0.1665555,0.46713904,0,1
-0.23708022,0.3033982,0.1161387,0,1
-0.08130521,0.15016077,-0.13441189,0,1
0.29789487,0.13589396,0.6652373,0,1
0.39535737,0.12528822,1.0311097,0,1
0.31725413,-0.1696804,1.1327819,0,1
0.24958804,-0.13652119,0.9324595,0,1
-0.099740125,0.19033536,0.33116883,0,1
-0.5755919,0.6141404,-1.0005212,0,1
-0.6509627,0.49979562,-1.8761519,0,1
-0.77292746,-0.62783194,-2.120807,0,1
-0.93549645,-0.9388021,-1.3386712,0,1
-0.9669219,0.367073,-0.36313364,0,1
-0.17387086,1.2695322,-0.41778645,0,1
-0.09911963,0.9470531,0.13821423,0,1
-0.60445565,0.39562452,1.7353508,0,1
-0.96536684,-0.10337507,2.2486143,0,1
-1.2320615,-1.0883957,3.1088874,0,1
-0.608055,-1.3317847,3.2150753,0,1
-0.2888213,-1.6682708,2.6189716,0,1
0.21526766,-2.7160075,-0.051441904,0,1
0.2831906,-2.586095,-2.2987497,0,1
-0.11056167,-0.43417877,-7.2753115,0,1
0.66647565,0.446734,-8.149965,0,1
0.15858316,0.28304395,-5.0609756,0,1
-0.024876509,1.1510583,-0.14937903,0,1
1.2554225,1.874634,-0.3081613,0,1
2.0415616,1.6132184,-1.0110581,0,1
1.7528133,-0.076886214,-0.34282175,0,1
2.3969195,-0.4897052,-0.6270297,0,1
3.3416271,-0.8175595,-0.9344677,0,1
2.9570327,-1.1000873,-0.4013052,0,1
1.0676894,-1.1791487,0.794692,0,1
-0.2854974,-0.5043334,0.9416548,0,1
-1.1333017,-0.70526206,0.9539022,0,1
-2.0603004,-1.4188919,0.56218684,0,1
-1.1596307,-1.69891,0.18690044,0,1
-1.0817821,0.52309525,0.51798856,0,1
-3.988921,2.0170252,1.062133,0,1
-3.259392,0.4577284,-0.025701351,0,1
-0.9866525,-0.6275418,-1.0190833,0,1
-1.10547,-1.0705035,-0.6906837,0,1
-1.7670739,-2.0537608,0.065085486,0,1
-1.2990575,-1.8548833,0.6411966,0,1
-0.6070348,-1.3908854,0.6553656,0,1
0.66477495,-0.6368007,0.45627362,0,1
0.69451076,-1.2328358,0.36960715,0,1
0.09548648,-0.47290042,0.12362638,0,1
1.5531588,0.66572493,0.5736229,0,1
1.4237401,0.40293235,0.50980794,0,1
0.5696422,0.9858009,0.2489876,0,1
0.73669183,0.85454196,0.3168076,0,1
0.12666832,-0.073039085,-0.14316635,0,1
1.8445882,1.7502712,0.33700746,0,1
1.5110569,1.7216315,0.9379319,0,1
-0.4143455,0.57681954,0.40618312,0,1
0.096212015,0.29719934,0.29987413,0,1
-0.7108443,0.5790472,-0.17526633,0,1
-1.7087597,0.23663118,-1.1802362,0,1
-1.5455694,0.33615378,-1.21147,0,1
-1.0565909,0.9508314,-0.4075899,0,1
-0.47694227,0.92109406,0.003137094,0,1
1.1948514,0.14681707,-0.9308531,0,1
0.80865896,-0.27065787,-1.7719644,0,1
0.6979314,0.04315257,-1.4256179,0,1
0.5751901,1.1104,-1.9593939,0,1
0.42234218,2.0181713,-1.9679512,0,1
0.12530233,2.746564,-1.7542863,0,1
0.40288106,1.6429178,-0.862984,0,1
0.8455267,0.87024415,-0.103084885,0,1
0.4825611,-0.67989147,1.0632074,0,1
-0.6475613,-1.2441415,1.1381629,0,1
-2.4928794,-1.6168034,0.56229883,0,1
-2.521104,-0.15481848,0.70673263,0,1
-2.0193393,0.53103846,0.77300084,0,1
-0.33871904,0.5349648,1.0936686,0,1
0.012464143,0.57499915,1.2088171,0,1
0.36584818,0.010585876,0.47214618,0,1
-1.1120443,0.6575118,0.033873826,0,1
-2.1738014,2.1170504,-0.41370627,0,1
-1.8003259,2.237395,-1.8929703,0,1
-1.0081285,1.4374092,-2.0280492,0,1
-0.96403205,-0.70908105,-1.5798354,0,1
-1.9749153,-0.7307568,0.12539928,0,1
-0.3484448,0.301549,0.06246882,0,1
-0.9977803,-0.28853592,1.165352,0,1
-1.3543693,0.12995355,0.9969365,0,1
-1.0320191,0.13470078,0.05390204,0,1
-0.4190877,0.731207,0.52096903,0,1
-0.53366804,1.0973151,0.7185202,0,1
-0.80996734,1.3056481,0.80440503,0,1
-0.75565225,1.4561074,0.73512644,0,1
-0.3827305,0.94787145,0.8504395,0,1
-0.6455497,0.94859535,1.1053957,0,1
-0.6660696,1.1745151,1.5193799,0,1
-1.0060976,1.0919775,1.331621,0,1
-1.6936874,1.1527226,0.7687809,0,1
-1.6178083,0.7567685,1.2228673,0,1
-0.08811614,0.15968537,1.2928231,0,1
0.7077569,-0.4722843,0.5128748,0,1
1.9189416,-1.7960141,-0.49830756,0,1
1.8231854,-2.0092852,-0.50034446,0,1
1.0458937,-3.8261113,-2.6654637,0,1
1.2338382,-5.0300617,-4.170827,0,1
1.2036526,-4.5997853,-2.912095,0,1
1.1934695,-3.1651149,-0.7573752,0,1
1.2816322,-2.2149951,-0.025836537,0,1
0.99993783,0.4016793,1.0712746,0,1
1.8825934,1.2956622,0.77811635,0,1
2.187327,0.65508753,-0.20791568,0,1
1.9669154,-1.3510356,-2.3371704,0,1
2.1336117,-2.437525,-2.8117967,0,1
2.0497377,-3.6945667,-2.588469,0,1
0.09127055,-1.1485524,-1.859488,0,1
-1.050367,1.9850473,-0.9274381,0,1
-2.5210097,6.3897424,2.7944016,0,1
-1.6945037,6.8844476,2.9658837,0,1
-0.7474401,3.621988,1.9164594,0,1
-0.5226046,-1.682909,1.1281586,0,1
0.49606606,-3.24459,0.96843106,0,1
0.8394052,-2.5399728,1.140548,0,1
0.44834882,-1.2865561,1.0253727,0,1
-0.6650678,1.8939966,0.5834152,0,1
-0.7404982,3.6449895,0.35128564,0,1
-0.43526343,3.3044047,0.22032256,0,1
-0.031761553,0.8855411,-0.116772816,0,1
-0.37028053,-0.50408757,-0.37602952,0,1
-1.004368,-1.3864567,-0.4491938,0,1
-0.42170995,-0.39336878,0.09403298,0,1
-0.38633057,0.11457064,0.066862814,0,1
-0.09722889,0.77058613,0.005585431,0,1
0.3169445,0.62299836,0.15266936,0,1
0.7016773,-0.24784657,0.2586439,0,1
0.1834156,-0.5501185,-0.005000728,0,1
-0.002436088,-0.46064863,-0.19980311,0,1
0.093739696,-0.26576146,-0.3965159,0,1
0.282322,-0.1780644,-0.2930875,0,1
0.5903946,-0.16960241,-0.06818965,0,1
0.5303654,-0.42127523,-0.2765554,0,1
0.34701395,-0.4746238,-0.3385236,0,1
-0.111485705,-0.18949898,-0.2586641,0,1
-0.286982,-0.010333109,-0.23062213,0,1
-0.45190948,0.18667315,-0.08764093,0,1
-0.16027926,0.0032196,-0.009352365,0,1
0.003923236,-0.13550283,-0.015816681,0,1
0.017198328,0.02489474,0.12205984,0,1
0.017205916,0.118758254,0.19650476,0,1
0.23540205,-0.11705016,0.110851824,0,1
0.29893944,-0.2170582,0.03421983,0,1
0.24699055,-0.14626981,0.006649878,0,1
0.0925655,-0.054392837,-0.08892345,0,1
0.051037066,-0.13720517,-0.19427381,0,1
-0.1057346,-0.2738,-0.38305497,0,1
-0.40881574,0.029727912,-0.12097261,0,1
-0.48093462,0.27156836,0.15501979,0,1
-0.39288607,0.38632023,0.41207084,0,1
-0.2513486,0.23429307,0.3666264,0,1
-0.013374453,-0.011980034,0.1431846,0,1
0.13122623,-0.049851418,0.020190451,0,1
0.19837965,-0.1123953,-0.03192717,0,1
0.10105215,-0.029627819,-0.09324635,0,1
0.033472784,0.047245022,-0.061361894,0,1
0.1158763,-0.13679983,0.025755526,0,1
0.04980343,-0.051848415,0.01846029,0,1
-0.04083724,0.08138563,0.03294813,0,1
-0.052832562,0.12832358,0.12649006,0,1
-0.041236665,0.084244765,0.15796466,0,1
-0.094977275,0.073625594,0.13089274,0,1
-0.17414185,0.0780926,0.116558746,0,1
-0.18348242,0.085445434,0.12576628,0,1
-0.13836607,0.11236575,0.10257661,0,1
-0.113209076,0.13740543,0.09575668,0,1
-0.07978367,0.14306359,0.15883026,0,1
-0.011636702,0.031254806,0.18729874,0,1
0.021050807,0.000885034,0.13553132,0,1
-0.031674128,0.07227232,0.066473894,0,1
-0.0509459,0.09811786,0.06942661,0,1
0.046105575,-0.029300684,0.04589513,0,1
0.014993791,-0.116477035,-0.023101026,0,1
-0.06540869,-0.06839086,-0.047258504,0,1
-0.09798166,0.009882918,-0.046441253,0,1
-0.05693785,-0.005992894,-0.013033495,0,1
-0.08107029,0.024321564,0.0289715,0,1
-0.14650121,0.11992457,0.059597157,0,1
-0.13022627,0.100735694,0.08948371,0,1
-0.0944771,0.056333564,0.094568565,0,1
-0.090471536,0.062986396,0.110270135,0,1
-0.09594617,0.08632186,0.1233821,0,1
-0.092814595,0.0743685,0.110613935,0,1
-0.06482926,0.057350185,0.119375706,0,1
0.014542986,-0.006690956,0.13476522,0,1
0.020642914,-0.018364888,0.11592366,0,1
-0.07789361,0.058495533,0.039068654,0,1
-0.111926906,0.07768061,0.08555537,0,1
-0.09489006,0.066220306,0.10592741,0,1
-0.107564226,0.08575251,0.10874613,0,1
-0.11471779,0.05610182,0.08933123,0,1
-0.05714649,-0.05977918,-0.017975904,0,1
-0.057881776,-0.023657804,-0.0011593,0,1
-0.09576731,0.04069329,0.037801336,0,1
-0.0858361,0.07478239,0.06580389,0,1
-0.043786455,0.04018785,0.06044076,0,1
-0.034133844,0.0422621,0.109745696,0,1
-0.11231878,0.1176701,0.12454549,0,1
-0.108665526,0.09981159,0.13076656,0,1
-0.06248855,0.011834169,0.13409546,0,1
-0.05909835,0.011973405,0.13023935,0,1
-0.09613633,0.04578306,0.10245644,0,1
-0.10477511,0.059231784,0.11424022,0,1
-0.098267466,0.050424606,0.12748177,0,1
-0.076099426,0.060808208,0.12161636,0,1
-0.06722464,0.08034899,0.10544914,0,1
-0.051427968,0.030894294,0.06613074,0,1
-0.10693873,0.044626247,0.045709424,0,1
-0.1558049,0.08539964,0.042674378,0,1
-0.0929148,0.040017143,0.07811821,0,1
-0.027652722,0.008757608,0.08973392,0,1
-0.0593125,0.030532854,0.0821496,0,1
-0.08344672,0.030564329,0.10360292,0,1
-0.07281531,0.00993063,0.10955582,0,1
-0.042287502,0.011391658,0.10359173,0,1
-0.06718952,0.033876438,0.09947094,0,1
-0.087130755,0.047596954,0.08286588,0,1
-0.055828363,0.009082805,0.06262495,0,1
-0.0777711,0.000341427,0.0707574,0,1
-0.12525871,0.032462142,0.10677534,0,1
-0.09412061,0.03724577,0.103442185,0,1
-0.057108134,0.027866377,0.058639314,0,1
-0.07102387,0.06128313,0.07358007,0,1
-0.08929431,0.044614807,0.062942505,0,1
-0.06946971,0.003704085,0.08118415,0,1
-0.060638264,0.013178842,0.0884289,0,1
-0.10533576,0.029625908,0.072166294,0,1
-0.096962415,0.0306616,0.08359077,0,1
-0.081069775,0.027427692,0.08870338,0,1
-0.07377948,0.0364609,0.10368365,0,1
-0.078775324,0.047858264,0.11327011,0,1
-0.08448149,0.028435728,0.102998935,0,1
-0.059009884,0.006135003,0.09250172,0,1
-0.07314697,0.023077026,0.07996855,0,1
-0.10103993,0.054858226,0.06496933,0,1
-0.09572542,0.037495624,0.059840433,0,1
-0.061389387,0.02066137,0.09134742,0,1
-0.08049367,0.042840976,0.09647245,0,1
-0.09898265,0.058482192,0.09818266,0,1
-0.12281911,0.059155487,0.095523335,0,1
-0.13105014,0.048597354,0.06940837,0,1
-0.09353107,0.055754673,0.04012455,0,1
-0.0444728,0.028535854,0.043893218,0,1
-0.061102338,0.029935848,0.0440895,0,1
-0.09454309,0.035680786,0.06862623,0,1
-0.07670655,0.022836698,0.07342361,0,1
-0.08060391,0.010587701,0.049573936,0,1
-0.08199687,0.006058704,0.066263594,0,1
-0.07825118,0.003934874,0.080199726,0,1
-0.07805706,0.005647676,0.097326554,0,1
-0.07731524,0.013495461,0.08840385,0,1
-0.09187058,0.05814173,0.08725497,0,1
-0.08912897,0.06839087,0.08784254,0,1
-0.08368128,0.04667379,0.07138675,0,1
-0.118920065,0.056277294,0.08176483,0,1
-0.12821843,0.088788055,0.09804144,0,1
-0.088027306,0.04056265,0.08629675,0,1
-0.09855063,0.015358935,0.054492038,0,1
-0.096130356,0.031427395,0.04938413,0,1
-0.0699257,0.015774738,0.05527739,0,1
-0.06586023,0.008024227,0.06487092,0,1
-0.063114,0.006796848,0.061914664,0,1
-0.10388173,0.00294686,0.04238744,0,1
-0.11121149,0.008280758,0.027015874,0,1
-0.0993285,0.017222412,0.041879673,0,1
-0.094780445,0.033597957,0.041441906,0,1
-0.09286205,0.041955,0.03521302,0,1
-0.09690198,0.033223163,0.05689599,0,1
-0.0899459,0.0433941,0.048041925,0,1
-0.07530169,0.03959943,0.055318337,0,1
-0.07266636,0.04547407,0.088318534,0,1
-0.077902734,0.073173545,0.11233048,0,1
-0.055404756,0.014632238,0.06588138,0,1
-0.07397353,0.000473987,0.06864835,0,1
-0.08036396,0.02576257,0.050176974,0,1
-0.082147725,0.042623527,0.036902145,0,1
-0.10262392,0.05544569,0.0664261,0,1
-0.0918482,0.031366367,0.09872298,0,1
-0.0894186,0.017329235,0.10326706,0,1
-0.12277875,0.027318973,0.100449994,0,1
-0.13729542,0.032053012,0.107253954,0,1
-0.094362974,0.037363075,0.10833245,0,1
-0.085415274,0.05325797,0.106510326,0,1
-0.09380115,0.058183696,0.12405561,0,1
-0.11761647,0.041536346,0.07135926,0,1
-0.12851816,0.037153248,0.021847263,0,1
-0.11583258,-0.007822987,0.038991347,0,1
-0.10924632,-0.08548451,0.010651933,0,1
-0.09597446,-0.063600555,-0.020756748,0,1
-0.05144131,0.042150497,-0.023383263,0,1
-0.04230151,0.07175352,0.040421735,0,1
-0.071383804,0.06985383,0.21168077,0,1
-0.07251272,0.061576914,0.37263298,0,1
-0.0974876,0.010646879,0.3338241,0,1
-0.18659674,-0.009327898,-0.029792689,0,1
-0.17514156,0.07199475,-0.21084566,0,1
-0.104116604,0.11068532,-0.24330945,0,1
-0.06751646,0.04720119,0.15056182,0,1
-0.08419454,0.011941964,0.30006284,0,1
-0.12425554,-0.0499973,0.22473691,0,1
-0.06354055,-0.030021647,0.13782308,0,1
-0.05237344,0.08713722,-0.032460067,0,1
-0.15058924,0.17901231,-0.015524595,0,1
-0.12644307,0.11417583,0.08810609,0,1
-0.11994165,-0.10703658,0.13945436,0,1
-0.13666767,-0.12596132,0.05048796,0,1
-0.07632402,-0.016631145,-0.08208415,0,1
-0.04071152,0.06411267,-5.10E-06,0,1
-0.05916965,0.081383735,0.12169601,0,1
-0.096992224,0.05429559,0.24323855,0,1
-0.10100114,0.033705745,0.1738723,0,1
-0.066701695,0.040324207,-0.029159138,0,1
-0.09305923,0.052196495,-0.07592572,0,1
-0.111148,0.043847077,-0.04341979,0,1
-0.108892635,0.008193024,0.047716454,0,1
-0.09143872,0.002750407,0.06767764,0,1
-0.104047015,0.04981044,0.12985595,0,1
-0.12527026,0.03846171,0.14736345,0,1
-0.12171177,0.023315446,0.093698554,0,1
-0.09125192,0.039469723,0.017433794,0,1
-0.077565014,0.038372997,0.015757756,0,1
-0.08779221,0.004191404,0.036774796,0,1
-0.11122115,0.038613338,0.1001407,0,1
-0.11247347,0.045866035,0.120464586,0,1
-0.113477126,0.02879716,0.04898237,0,1
-0.11934504,0.032090195,0.023880312,0,1
-0.10929434,0.034233104,0.055004157,0,1
-0.0955297,0.02137949,0.10224286,0,1
-0.08588843,0.026974697,0.09616544,0,1
-0.0745305,0.05624105,0.040205132,0,1
-0.09330224,0.07581426,0.045823414,0,1
-0.098774366,0.09121134,0.07608809,0,1
-0.07299919,0.049259204,0.08055685,0,1
