,Acc_x [m/s^2],Acc_y [m/s^2],Acc_z [m/s^2],AnyFall
392,0.66878116,0.65765375,-0.5665536,0
393,-0.03198725,-1.0802555,-1.9095033,0
394,-0.5962671,-4.8578463,-3.272796,0
395,-0.8564755,-7.149694,-2.6487541,0
396,0.55779237,-11.417883,0.29477572,0
397,3.7339964,-13.536418,0.30274355,0
398,2.9981894,-13.285996,-1.0355866,0
399,1.7619796,-9.326171,-2.5680017,0
400,1.6728754,-5.6475406,-1.9585962,0
401,3.9900403,7.416226,0.05061087,0
402,0.54641175,12.726948,-1.39311,0
403,-0.65248024,12.713652,-0.082490064,0
404,0.28183705,9.884401,0.8006368,0
405,0.3325401,6.957028,0.27017707,0
406,0.37686527,0.731594,-0.11517914,0
407,-0.049568415,-5.0170436,0.3385986,0
408,-0.10961129,-7.0781217,0.6342535,0
409,0.5869784,-8.43053,0.78486145,0
410,0.53148115,-7.9172144,0.6540525,0
411,-0.14551085,-6.3643975,0.29366356,0
412,-0.15705878,-3.1623614,0.26576486,0
413,-0.017737046,-0.7502927,0.31434506,0
414,0.12158014,4.5084167,0.5435672,0
415,-0.08555323,6.630959,0.7671462,0
416,-0.31200078,8.166904,0.89055914,0
417,-0.23064446,5.447905,0.6512998,0
418,-0.12907697,3.318588,0.53792816,0
419,0.04458803,-1.1410798,0.25529596,0
420,0.08188999,-3.0144484,0.10048637,0
421,-0.045091234,-5.257751,-0.17365788,0
422,-0.3281163,-5.4430876,-0.30475402,0
423,-0.23573402,-4.9252334,-0.19296385,0
424,0.14276144,-2.862972,0.28089333,0
425,0.29711923,-1.3653907,0.5273915,0
426,0.68330556,2.1313064,1.1072713,0
427,0.44279823,4.7200923,0.9171506,0
428,0.22659962,5.1165814,0.6480968,0
429,0.1456969,3.838971,0.4429423,0
430,0.191523,2.4491718,0.39395368,0
431,0.19634357,-0.7015647,0.20263414,0
432,0.073590286,-3.212507,0.13434255,0
433,0.09705497,-3.8955972,0.15484788,0
434,0.11931285,-3.8889558,0.17902413,0
435,0.069205746,-3.3136103,0.19050275,0
436,-0.15134567,-1.4048117,0.24700925,0
437,-0.17521238,0.9623155,0.3853321,0
438,-0.027490065,2.0206916,0.52455866,0
439,0.09489183,3.258765,0.57768095,0
440,0.038057953,3.238365,0.48407426,0
441,0.11967858,1.8895129,0.39376765,0
442,0.10801634,-0.17942902,0.33636606,0
443,0.09829891,-1.1163338,0.30830935,0
444,0.07635941,-2.3612373,0.2657205,0
445,0.032138757,-2.5809963,0.23153196,0
446,-0.01930166,-2.2110932,0.16766505,0
447,0.059924856,-0.97309965,0.2689818,0
448,0.11304915,-0.18571183,0.32251018,0
449,0.0958201,1.2252206,0.2911772,0
450,0.10672507,1.6708955,0.31051555,0
451,0.2324113,1.7844609,0.42331493,0
452,0.21531689,0.818037,0.48472425,0
453,0.2032689,0.17727758,0.54598236,0
454,0.10862273,-0.98299783,0.52288127,0
455,0.07161337,-1.4839638,0.52001286,0
456,-0.02806954,-2.0100915,0.2866866,0
457,0.07448066,-1.7858075,0.054266173,0
458,0.063581936,-1.5324601,0.07698503,0
459,0.07167971,-0.6605186,0.46026778,0
460,0.1653459,-0.29354185,0.47582936,0
461,-0.17747253,0.10473823,0.115547284,0
462,-0.24057004,0.1941776,-0.24660434,0
463,-0.047150016,0.2616977,-0.5698316,0
464,0.43901503,0.36055082,-1.101009,0
465,0.6639966,0.26565164,-0.81066686,0
466,0.68281436,0.14057446,-0.035343595,0
467,0.2525857,0.060071014,0.4387974,0
468,0.20517328,0.118174575,0.49721256,0
469,0.060923114,0.077232376,0.38305566,0
470,-0.10992942,0.3122129,0.3534355,0
471,-0.4113625,0.81808466,0.22101095,0
472,-0.80315405,0.9635715,0.09918923,0
473,-0.7872008,0.8001508,-0.05090345,0
474,-0.36745954,0.06864545,-0.24353547,0
475,-0.2940338,-0.10857678,-0.10312097,0
476,-0.16052897,-0.079402916,0.13206007,0
477,0.15416992,-0.54709905,0.552742,0
478,0.26670533,-0.76919067,0.7500283,0
479,0.29402256,-0.9716605,0.61241114,0
480,0.20679562,-0.92194647,0.3979807,0
481,0.06921105,-0.38878533,-0.03439224,0
482,0.15868288,0.13756844,-0.280896,0
483,0.19328462,0.42382333,-0.28619078,0
484,0.21657622,0.7409982,-0.16502805,0
485,0.24473378,0.6631784,0.11931757,0
486,0.26550406,0.6418009,0.7173456,0
487,0.18451278,0.8504553,0.8163433,0
488,0.001859456,0.7259693,0.78293073,0
489,-0.07612902,0.55756474,0.7978076,0
490,-0.08993958,0.54184145,0.4024906,0
491,-0.33715364,-0.25391483,-0.6442115,0
492,-0.43839622,-0.8821125,-1.2366478,0
493,-0.27857444,-1.0347462,-1.1696968,0
494,-0.06450717,-0.71131516,-0.62417156,0
495,0.088523775,-0.29747868,-0.37231568,0
496,0.294567,0.40676492,-0.6899536,0
497,-0.20458502,0.6248797,-1.5626377,0
498,-0.60858417,0.76044446,-1.6387973,0
499,-0.6860707,1.5365618,-0.62743735,0
500,-0.4834501,1.876252,-0.03952477,0
501,-0.83763796,1.1775731,0.102856636,0
502,-1.2136239,0.8506087,-0.08376576,0
503,-1.1089649,1.4028853,-0.37823838,0
504,-0.5434456,2.1843832,-0.5653561,0
505,-0.08906518,2.1064575,-0.61375886,0
506,0.725034,2.2405736,-1.0488786,0
507,0.646313,3.0658014,-1.6145583,0
508,0.41471595,3.2559097,-1.8316706,0
509,0.66310585,3.2958524,-0.96324307,0
510,0.85677975,3.6078355,-0.3681633,0
511,0.7508975,4.1276193,-0.7873201,0
512,0.948977,3.4427269,-1.3050245,0
513,0.90251195,2.5331733,-0.9018614,0
514,0.50106996,1.6843537,-0.27066147,0
515,0.3080005,1.5736617,0.12490539,0
516,-0.13990209,0.42110443,1.0222281,0
517,-1.2726495,-1.7764376,1.4870216,0
518,-1.9157664,-2.644715,1.5504364,0
519,-2.1074626,-3.0396302,1.673581,0
520,-1.3692936,-2.7331178,1.4728829,0
521,-0.21427137,-2.568968,0.98581165,0
522,0.18297009,-3.2919571,0.11908516,0
523,0.333537,-3.1727297,-0.5630918,0
524,0.5609838,-2.769221,-0.79059744,0
525,0.53206134,-2.5718696,-0.37302643,0
526,0.30976272,-2.317032,0.007845121,0
527,-0.00948827,-2.477228,-0.5287346,0
528,-0.005199492,-2.2596104,-0.8499949,0
529,-0.18489301,-2.1808078,-1.3445356,0
530,-0.5068091,-2.4698627,-1.6054034,0
531,-1.4059527,-2.7968497,-2.0254946,0
532,-1.9941148,-2.2898045,-2.218084,0
533,-2.2089958,-2.454029,-1.8520795,0
534,-1.8985461,-2.8988206,-0.87796944,0
535,-1.3707749,-2.9413474,0.07673661,0
536,0.45575714,-1.575811,3.9104142,0
537,3.676868,1.2357334,7.6809483,0
538,5.123502,2.9112427,7.5710416,0
539,3.364488,5.4684935,4.7675867,0
540,1.5164325,4.8701577,3.3142962,0
541,-1.7256255,0.40020463,0.6150362,0
542,-1.7535887,-2.7130563,0.66912013,0
543,-0.5064351,-2.194834,1.213383,0
544,0.84175974,-0.9835194,1.7183926,0
545,0.7390327,-0.6092604,1.6801039,0
546,0.57072735,0.27500156,1.2907397,0
547,-0.08624959,0.12596798,0.4125322,0
548,-0.61784095,-0.17474554,0.27417907,0
549,-0.93197423,-0.050357796,0.9321996,0
550,-0.6250321,0.16519168,1.2821877,0
551,0.0198282,0.34058386,1.7388773,0
552,0.007999837,0.17033488,1.6049608,0
553,-0.13647193,-0.0270366,1.4786634,0
554,-0.1724045,0.04151921,1.1278505,0
555,0.024465263,0.19215015,0.9792829,0
556,0.41228572,0.41600132,0.6401253,0
557,0.49733546,0.34110925,-0.08481176,0
558,0.28204605,0.20490357,-0.40574467,0
559,0.1716466,-0.05060195,0.018945755,0
560,0.6578165,0.18935682,0.3098932,0
561,1.4409834,0.9368038,0.31601143,0
562,1.3259845,0.29083827,0.37896368,0
563,1.1421005,-0.24956411,0.29345706,0
564,1.1556692,-0.5660399,0.05812812,0
565,1.4391651,-0.39833635,-0.078626074,0
566,1.9959329,-0.20046516,-0.5322668,0
567,1.1650974,0.13474843,-0.90972793,0
568,0.41870758,0.30382246,-0.9185822,0
569,-0.5017904,-0.10193731,-0.28176728,0
570,-0.810611,-0.55727,0.2055753,0
571,-1.2204843,-0.7965793,0.57264477,0
572,0.04844275,-0.25913143,-0.6452806,0
573,0.8185451,0.057168927,-1.0938075,0
574,1.7697133,0.6486711,-0.5193496,0
575,1.6132627,0.9467497,0.08395708,0
576,0.49021888,0.47212029,0.58380723,0
577,-0.27806473,-0.7866201,0.7327958,0
578,-0.35355535,-0.3340425,0.9873388,0
579,0.35049462,0.13212304,1.0098113,0
580,0.65010166,-0.07276242,0.9053239,0
581,0.67397594,0.00505643,0.7130454,0
582,0.35267103,0.25471115,0.5626328,0
583,0.27000588,0.18908979,0.5739611,0
584,0.34764764,-0.2856912,0.5745026,0
585,0.44483033,-0.43943876,0.564921,0
586,0.7878095,-0.26585382,0.53221357,0
587,1.130945,-0.35052386,0.5868902,0
588,1.222533,-0.55168235,0.52468836,0
589,1.2385771,-1.1544675,0.45690262,0
590,1.2349362,-1.6481141,0.58449185,0
591,0.471682,-2.0017846,0.9517571,0
592,-0.38335794,-0.9005374,1.8305315,0
593,-0.35062128,-0.7820796,2.0295062,0
594,-0.22545081,-1.0045803,1.9524009,0
595,-0.34530813,-1.0077627,1.9666378,0
596,-0.26161832,-1.3245237,2.0285382,0
